Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost
Sub-Saharan Africa,Sudan,Vegetables,Offline,C,5/10/12,478193080,5/13/12,6814,154.06,90.93
Sub-Saharan Africa,Sudan,Meat,Offline,C,12/24/13,442947995,2/6/14,7010,421.89,364.69
Asia,Cambodia,Beverages,Offline,L,8/7/13,461274993,9/11/13,376,47.45,31.79
Asia,India,Meat,Offline,L,12/30/15,178535401,1/10/16,1448,421.89,364.69
Asia,South Korea,Cosmetics,Offline,C,8/28/15,210403048,10/14/15,1793,437.2,263.33
Asia,Thailand,Office Supplies,Online,L,9/15/15,792864263,10/9/15,5009,651.21,524.96
Sub-Saharan Africa,Benin,Baby Food,Offline,H,7/18/16,432217872,8/6/16,1728,255.28,159.42
Australia and Oceania,Tonga,Meat,Offline,L,1/27/12,855075204,2/15/12,4609,421.89,364.69
Sub-Saharan Africa,Kenya,Vegetables,Online,L,3/6/16,258360087,4/25/16,3346,154.06,90.93
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Offline,L,7/12/13,959308850,8/29/13,9662,47.45,31.79
Central America and the Caribbean,Belize,Household,Online,L,5/10/16,845470321,6/22/16,2311,668.27,502.54
Europe,Macedonia,Personal Care,Offline,M,4/2/15,124705827,4/26/15,2080,81.73,56.67
Europe,Portugal,Cosmetics,Online,M,3/18/13,875189197,4/7/13,6787,437.2,263.33
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,C,4/23/14,295406758,5/16/14,6279,9.33,6.92
Asia,Turkmenistan,Baby Food,Online,C,4/29/12,154157340,5/12/12,7437,255.28,159.42
Sub-Saharan Africa,Eritrea,Cosmetics,Online,C,3/31/17,940552270,5/3/17,9173,437.2,263.33
Europe,Switzerland,Snacks,Offline,H,8/13/13,514015376,8/29/13,7427,152.58,97.44
Middle East and North Africa,Afghanistan,Personal Care,Online,L,5/5/17,854282987,5/11/17,175,81.73,56.67
Sub-Saharan Africa,Ghana,Fruits,Online,H,4/25/11,411403930,6/1/11,2420,9.33,6.92
Europe,Germany,Vegetables,Offline,H,5/8/17,855739533,5/13/17,1199,154.06,90.93
Europe,Czech Republic,Personal Care,Offline,L,9/8/16,327963626,10/24/16,580,81.73,56.67
Australia and Oceania,Kiribati,Cosmetics,Online,L,5/5/14,189062535,5/11/14,6660,437.2,263.33
Sub-Saharan Africa,Sierra Leone,Clothes,Offline,M,8/11/12,970335090,9/4/12,2571,109.28,35.84
Sub-Saharan Africa,Burkina Faso,Office Supplies,Online,M,11/8/14,123392617,12/26/14,3472,651.21,524.96
Europe,Croatia,Personal Care,Offline,M,2/20/14,570158946,3/8/14,1557,81.73,56.67
Central America and the Caribbean,Nicaragua,Cosmetics,Online,H,3/3/12,352870404,4/3/12,1049,437.2,263.33
Sub-Saharan Africa,Sao Tome and Principe,Personal Care,Online,L,7/5/15,284075820,8/5/15,3203,81.73,56.67
Asia,Philippines,Meat,Offline,M,8/14/16,796636521,9/1/16,1305,421.89,364.69
Sub-Saharan Africa,Swaziland,Baby Food,Offline,H,11/1/12,593726336,12/7/12,5672,255.28,159.42
Central America and the Caribbean,Panama,Beverages,Offline,C,2/14/10,698831593,3/23/10,8653,47.45,31.79
Asia,Taiwan,Baby Food,Online,H,9/20/11,405751121,10/5/11,9628,255.28,159.42
Asia,Indonesia,Beverages,Offline,L,5/13/14,428596246,6/7/14,8,47.45,31.79
Europe,Poland,Fruits,Offline,L,1/25/12,651790797,2/6/12,8236,9.33,6.92
Europe,France,Meat,Offline,H,1/20/15,580071103,2/23/15,4785,421.89,364.69
Asia,Maldives,Fruits,Online,M,9/7/15,688485991,10/12/15,7159,9.33,6.92
Sub-Saharan Africa,Sudan,Clothes,Offline,M,12/13/14,172396790,1/8/15,4896,109.28,35.84
Europe,Luxembourg,Office Supplies,Online,L,2/14/11,997477328,2/17/11,4562,651.21,524.96
Middle East and North Africa,Israel,Fruits,Offline,C,2/12/11,249713933,3/12/11,4757,9.33,6.92
Asia,Turkmenistan,Personal Care,Offline,C,7/19/11,485405433,9/6/11,1109,81.73,56.67
Asia,Kyrgyzstan,Office Supplies,Offline,M,2/3/10,281163156,3/3/10,1281,651.21,524.96
Middle East and North Africa,Egypt,Household,Offline,L,11/11/16,983910930,11/27/16,9964,668.27,502.54
Central America and the Caribbean,Antigua and Barbuda ,Vegetables,Offline,H,9/27/12,860885083,10/25/12,3882,154.06,90.93
Sub-Saharan Africa,Cape Verde,Cosmetics,Online,L,9/27/13,949634444,10/10/13,6790,437.2,263.33
Australia and Oceania,Papua New Guinea,Beverages,Offline,M,3/26/14,108020341,5/5/14,4474,47.45,31.79
Asia,Uzbekistan,Vegetables,Online,L,6/9/13,864216601,6/19/13,9752,154.06,90.93
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,C,8/23/11,866709554,10/3/11,7472,47.45,31.79
Middle East and North Africa,Bahrain,Fruits,Online,M,12/24/13,534298026,1/31/14,9514,9.33,6.92
Asia,Brunei,Household,Offline,M,7/6/11,806093347,7/25/11,9789,668.27,502.54
Sub-Saharan Africa,Republic of the Congo,Personal Care,Offline,C,4/13/15,891519343,5/25/15,9240,81.73,56.67
Europe,Slovenia,Vegetables,Online,H,9/9/14,520312345,10/4/14,840,154.06,90.93
Australia and Oceania,Nauru,Baby Food,Offline,M,7/25/11,392521178,8/23/11,4594,255.28,159.42
Central America and the Caribbean,El Salvador,Clothes,Offline,L,5/12/16,828507173,6/4/16,2538,109.28,35.84
Europe,Croatia,Household,Offline,M,2/8/14,418944156,2/27/14,3740,668.27,502.54
Sub-Saharan Africa,South Sudan,Household,Offline,H,8/6/13,974818456,9/14/13,9299,668.27,502.54
Europe,Romania,Household,Online,L,5/7/13,777428901,6/21/13,7343,668.27,502.54
Asia,Uzbekistan,Office Supplies,Online,C,12/7/12,428386819,12/17/12,8034,651.21,524.96
Europe,Estonia,Clothes,Online,H,10/11/16,599616038,11/30/16,8565,109.28,35.84
Europe,Macedonia,Fruits,Offline,L,3/25/15,683352887,5/3/15,8160,9.33,6.92
Asia,Singapore,Meat,Online,H,1/20/11,142146193,3/4/11,3072,421.89,364.69
Asia,India,Beverages,Online,H,8/30/15,758857285,10/7/15,1589,47.45,31.79
Middle East and North Africa,Kuwait,Cosmetics,Online,H,1/6/15,786659991,2/17/15,9028,437.2,263.33
Europe,Ukraine,Fruits,Offline,C,4/20/11,799040639,5/24/11,2736,9.33,6.92
Europe,Armenia,Household,Offline,C,7/17/11,539798057,8/17/11,7095,668.27,502.54
Sub-Saharan Africa,Burundi,Meat,Offline,C,4/4/16,273043572,4/18/16,8516,421.89,364.69
Europe,Belarus,Beverages,Online,M,9/7/15,333201014,9/10/15,440,47.45,31.79
Central America and the Caribbean,Cuba,Beverages,Offline,C,3/31/16,675006711,5/1/16,8341,47.45,31.79
Europe,Liechtenstein,Office Supplies,Online,H,2/6/14,423509490,2/23/14,4724,651.21,524.96
Europe,Sweden,Vegetables,Online,L,1/7/14,124070680,2/24/14,4126,154.06,90.93
Asia,Indonesia,Office Supplies,Offline,H,6/29/10,392364108,8/11/10,8114,651.21,524.96
Asia,Brunei,Office Supplies,Online,M,3/20/14,564376103,4/28/14,286,651.21,524.96
Sub-Saharan Africa,Sierra Leone,Baby Food,Online,L,6/13/10,946405494,6/23/10,1272,255.28,159.42
Sub-Saharan Africa,Uganda,Personal Care,Online,L,10/21/15,565063607,12/4/15,3733,81.73,56.67
Sub-Saharan Africa,Mozambique,Snacks,Offline,H,11/18/13,317274272,12/4/13,7362,152.58,97.44
Middle East and North Africa,Pakistan,Baby Food,Offline,C,1/26/12,720273816,2/9/12,3883,255.28,159.42
Asia,Mongolia,Meat,Offline,M,1/9/15,561611068,1/25/15,2050,421.89,364.69
Europe,Andorra,Personal Care,Offline,C,5/1/13,949147355,5/14/13,2649,81.73,56.67
Asia,Malaysia,Vegetables,Offline,L,7/28/17,361056506,8/29/17,3498,154.06,90.93
Central America and the Caribbean,Honduras,Beverages,Offline,C,8/31/16,495824849,9/16/16,4446,47.45,31.79
Europe,Romania,Vegetables,Online,L,12/20/11,422251212,2/3/12,2372,154.06,90.93
Asia,Kazakhstan,Office Supplies,Online,M,6/19/13,629446923,6/30/13,6187,651.21,524.96
Middle East and North Africa,Israel,Cosmetics,Offline,L,4/10/13,776835811,5/29/13,1834,437.2,263.33
Central America and the Caribbean,Guatemala,Vegetables,Online,C,2/27/12,144154202,2/28/12,7287,154.06,90.93
Europe,Luxembourg,Personal Care,Offline,M,9/20/15,781450927,9/22/15,7550,81.73,56.67
Central America and the Caribbean,Grenada,Office Supplies,Online,M,6/29/15,759087312,8/16/15,9659,651.21,524.96
Central America and the Caribbean,Belize,Personal Care,Offline,C,6/6/15,917737185,6/30/15,7682,81.73,56.67
Central America and the Caribbean,Dominica,Office Supplies,Online,C,12/21/12,818386876,1/18/13,7718,651.21,524.96
Europe,Denmark,Office Supplies,Online,L,6/2/10,992335212,7/19/10,2896,651.21,524.96
Europe,Germany,Clothes,Online,L,2/18/11,691193521,3/20/11,8377,109.28,35.84
Central America and the Caribbean,Nicaragua,Snacks,Offline,L,10/1/15,136885631,10/16/15,6355,152.58,97.44
Australia and Oceania,Papua New Guinea,Personal Care,Offline,L,10/31/10,971647870,11/4/10,1052,81.73,56.67
Central America and the Caribbean,Nicaragua,Fruits,Online,M,7/4/10,408029067,8/10/10,3723,9.33,6.92
Sub-Saharan Africa,Democratic Republic of the Congo,Clothes,Offline,M,10/27/14,678890550,11/10/14,7655,109.28,35.84
Sub-Saharan Africa,Guinea,Baby Food,Offline,H,7/12/13,487406146,8/11/13,3165,255.28,159.42
Middle East and North Africa,Bahrain,Snacks,Offline,H,8/6/12,857062184,9/13/12,2601,152.58,97.44
Sub-Saharan Africa,Republic of the Congo,Cosmetics,Offline,L,4/8/15,181657493,5/7/15,5344,437.2,263.33
Asia,Philippines,Office Supplies,Offline,M,9/13/10,975303399,9/23/10,2804,651.21,524.96
Europe,Latvia,Office Supplies,Online,H,8/18/15,422423732,9/14/15,3424,651.21,524.96
Central America and the Caribbean,Costa Rica,Personal Care,Offline,C,7/23/17,727754819,8/28/17,7678,81.73,56.67
Australia and Oceania,Tuvalu,Vegetables,Offline,M,6/2/16,566345489,7/4/16,3070,154.06,90.93
Sub-Saharan Africa,Tanzania,Cosmetics,Offline,C,3/17/13,933557069,4/12/13,9137,437.2,263.33
Australia and Oceania,Australia,Fruits,Offline,L,10/7/13,195063388,10/20/13,2446,9.33,6.92
Central America and the Caribbean,Grenada,Snacks,Online,M,6/8/17,836850774,6/14/17,1596,152.58,97.44
Sub-Saharan Africa,Seychelles ,Cosmetics,Online,C,4/4/13,915218055,4/7/13,2215,437.2,263.33
Europe,Switzerland,Cereal,Offline,H,1/23/14,806776559,2/9/14,1967,205.7,117.11
Sub-Saharan Africa,Eritrea,Clothes,Online,L,10/22/14,958450114,12/9/14,5543,109.28,35.84
Sub-Saharan Africa,Angola,Baby Food,Offline,C,7/8/11,537475049,7/16/11,9666,255.28,159.42
Sub-Saharan Africa,Eritrea,Household,Offline,H,8/22/12,581400191,8/23/12,8091,668.27,502.54
Europe,Germany,Office Supplies,Online,L,7/20/12,848086869,9/1/12,6606,651.21,524.96
Europe,Andorra,Cosmetics,Offline,M,6/18/10,265708911,7/25/10,8026,437.2,263.33
Middle East and North Africa,Algeria,Cosmetics,Online,M,3/27/14,982752645,5/15/14,7201,437.2,263.33
Asia,India,Cosmetics,Online,C,11/10/13,718016898,12/14/13,6011,437.2,263.33
Sub-Saharan Africa,Rwanda,Meat,Online,L,7/16/15,410613000,7/27/15,8366,421.89,364.69
Australia and Oceania,Australia,Personal Care,Offline,C,3/5/15,169964778,4/13/15,5210,81.73,56.67
Europe,Serbia,Personal Care,Online,H,4/24/17,625808560,5/28/17,9515,81.73,56.67
Asia,Turkmenistan,Beverages,Online,M,3/16/16,678193175,3/23/16,1286,47.45,31.79
Europe,Iceland,Office Supplies,Offline,M,9/28/14,647479951,10/28/14,2561,651.21,524.96
Asia,Myanmar,Vegetables,Offline,H,1/30/13,924342715,2/10/13,2405,154.06,90.93
Asia,Kyrgyzstan,Personal Care,Offline,C,6/18/12,619767796,7/12/12,1918,81.73,56.67
Europe,Portugal,Baby Food,Online,M,5/24/11,715054023,6/24/11,9230,255.28,159.42
Europe,France,Office Supplies,Online,C,1/8/17,911812722,1/14/17,4502,651.21,524.96
Middle East and North Africa,Iraq,Household,Offline,H,1/19/11,981967723,1/31/11,4926,668.27,502.54
Europe,Belarus,Cosmetics,Online,C,2/15/14,317755353,3/13/14,9725,437.2,263.33
Europe,Macedonia,Clothes,Online,M,11/10/13,181724441,11/22/13,5155,109.28,35.84
Middle East and North Africa,Israel,Clothes,Offline,L,2/5/14,556736314,3/26/14,9502,109.28,35.84
Central America and the Caribbean,Grenada,Household,Online,C,12/12/15,595964801,12/12/15,8083,668.27,502.54
Central America and the Caribbean,Cuba,Clothes,Online,C,1/4/14,872896230,2/21/14,8247,109.28,35.84
Europe,Luxembourg,Office Supplies,Online,H,4/29/15,231329429,5/8/15,4373,651.21,524.96
Europe,Andorra,Household,Online,M,10/31/12,735375726,11/14/12,2874,668.27,502.54
Sub-Saharan Africa,Ghana,Household,Offline,M,11/28/11,919458949,12/31/11,7190,668.27,502.54
Europe,Estonia,Meat,Offline,H,6/1/11,738315427,7/19/11,2797,421.89,364.69
Sub-Saharan Africa,Rwanda,Cereal,Online,C,1/27/15,216993987,2/25/15,2198,205.7,117.11
Asia,Kazakhstan,Fruits,Online,L,7/7/12,800855958,7/18/12,9930,9.33,6.92
Asia,Malaysia,Beverages,Online,C,5/16/13,405575168,6/2/13,7560,47.45,31.79
Australia and Oceania,New Zealand,Personal Care,Offline,L,3/14/13,167137944,4/15/13,8687,81.73,56.67
Asia,Thailand,Cereal,Offline,H,5/25/12,391843116,6/23/12,3940,205.7,117.11
Sub-Saharan Africa,Sudan,Snacks,Online,C,6/8/12,106302011,7/26/12,5982,152.58,97.44
Australia and Oceania,Fiji,Meat,Offline,H,1/23/12,207438457,2/2/12,4504,421.89,364.69
Sub-Saharan Africa,Seychelles ,Fruits,Offline,M,1/30/11,312488782,2/8/11,1230,9.33,6.92
Sub-Saharan Africa,Angola,Personal Care,Online,L,3/1/14,109001815,3/20/14,4914,81.73,56.67
Middle East and North Africa,Lebanon,Household,Offline,L,11/21/11,704838883,12/21/11,6344,668.27,502.54
Sub-Saharan Africa,Ethiopia,Household,Offline,H,10/31/14,578173816,11/22/14,3335,668.27,502.54
Europe,Norway,Clothes,Online,M,12/4/11,527492940,1/10/12,5738,109.28,35.84
Sub-Saharan Africa,Senegal,Snacks,Offline,C,2/1/12,521595084,2/5/12,431,152.58,97.44
Europe,Lithuania,Snacks,Online,M,2/26/10,149591577,3/16/10,6327,152.58,97.44
Australia and Oceania,East Timor,Clothes,Offline,M,5/28/13,870906245,6/6/13,9366,109.28,35.84
Asia,Thailand,Fruits,Offline,L,1/6/15,165275418,1/30/15,7524,9.33,6.92
Asia,Tajikistan,Baby Food,Online,C,1/9/13,982747924,2/23/13,5804,255.28,159.42
Sub-Saharan Africa,Zambia,Household,Offline,C,2/8/14,493685090,2/27/14,1244,668.27,502.54
Sub-Saharan Africa,South Africa,Beverages,Offline,M,8/22/14,438760745,9/21/14,7910,47.45,31.79
Europe,Belgium,Beverages,Offline,M,1/28/12,378961217,2/25/12,1900,47.45,31.79
Sub-Saharan Africa,Senegal,Office Supplies,Offline,H,4/10/16,845585334,5/28/16,6346,651.21,524.96
Asia,Singapore,Vegetables,Online,H,6/16/15,190244424,7/26/15,6408,154.06,90.93
Australia and Oceania,Vanuatu,Fruits,Online,M,4/5/10,434862315,5/17/10,4278,9.33,6.92
Europe,Iceland,Cosmetics,Online,M,7/15/17,521675336,7/20/17,4180,437.2,263.33
Europe,Russia,Cereal,Offline,M,7/20/13,363232314,8/9/13,7368,205.7,117.11
Europe,Luxembourg,Cereal,Offline,M,6/29/13,392394578,8/7/13,7130,205.7,117.11
Sub-Saharan Africa,Chad,Cosmetics,Online,M,9/11/14,212335956,9/13/14,3783,437.2,263.33
Sub-Saharan Africa,The Gambia,Baby Food,Offline,C,7/18/15,846542775,8/3/15,9674,255.28,159.42
Europe,Iceland,Meat,Offline,L,9/18/11,688813865,10/9/11,4184,421.89,364.69
Middle East and North Africa,Qatar,Cosmetics,Offline,L,1/31/15,453260552,2/24/15,8725,437.2,263.33
Europe,Liechtenstein,Clothes,Online,L,2/3/12,924306666,2/23/12,1738,109.28,35.84
Sub-Saharan Africa,Seychelles ,Clothes,Offline,L,12/18/12,706688535,1/2/13,3696,109.28,35.84
Australia and Oceania,Palau,Household,Offline,C,1/21/10,275454986,1/28/10,2106,668.27,502.54
Australia and Oceania,Palau,Household,Online,C,12/10/11,625967347,12/13/11,6503,668.27,502.54
Europe,Slovenia,Vegetables,Offline,C,11/19/16,123899447,11/20/16,3455,154.06,90.93
Asia,Mongolia,Personal Care,Offline,H,8/28/16,355237615,9/10/16,1559,81.73,56.67
Central America and the Caribbean,Trinidad and Tobago,Snacks,Offline,M,6/12/15,276280677,7/19/15,6447,152.58,97.44
Asia,China,Beverages,Online,C,12/6/10,263639962,1/9/11,5778,47.45,31.79
Europe,Ireland,Baby Food,Online,H,3/22/13,764239299,3/28/13,4246,255.28,159.42
Sub-Saharan Africa,Namibia,Snacks,Online,C,10/7/10,945315015,10/24/10,8575,152.58,97.44
Sub-Saharan Africa,Sao Tome and Principe,Vegetables,Offline,C,1/7/12,944415938,1/25/12,2518,154.06,90.93
Sub-Saharan Africa,Mauritania,Cosmetics,Online,H,5/6/11,519403398,5/30/11,1862,437.2,263.33
Europe,Serbia,Cereal,Offline,L,7/14/15,398451220,8/24/15,9425,205.7,117.11
Europe,Ukraine,Personal Care,Offline,M,4/20/17,930045735,5/24/17,56,81.73,56.67
Australia and Oceania,Nauru,Vegetables,Offline,L,3/19/14,732985770,3/26/14,5633,154.06,90.93
Sub-Saharan Africa,Equatorial Guinea,Meat,Online,M,6/19/12,746382653,7/21/12,68,421.89,364.69
Middle East and North Africa,Jordan,Clothes,Online,M,7/17/15,179660212,7/30/15,4304,109.28,35.84
North America,Greenland,Cereal,Offline,M,11/1/12,562554776,11/22/12,1314,205.7,117.11
Europe,Iceland,Beverages,Offline,M,9/30/13,795115172,10/14/13,1104,47.45,31.79
Middle East and North Africa,Libya,Fruits,Offline,L,8/4/13,297702729,8/19/13,5708,9.33,6.92
Australia and Oceania,East Timor,Cosmetics,Online,M,7/13/12,360991275,8/14/12,4195,437.2,263.33
Europe,Bosnia and Herzegovina,Household,Offline,H,10/21/11,995967137,11/29/11,7663,668.27,502.54
Europe,United Kingdom,Meat,Offline,L,6/26/17,483929145,8/12/17,4243,421.89,364.69
Central America and the Caribbean,Nicaragua,Personal Care,Offline,H,1/3/14,326488626,2/2/14,4094,81.73,56.67
Asia,Mongolia,Household,Offline,M,5/16/13,295569407,5/19/13,4411,668.27,502.54
Middle East and North Africa,Qatar,Vegetables,Offline,H,6/29/13,683407819,8/10/13,4415,154.06,90.93
Sub-Saharan Africa,Liberia,Fruits,Offline,H,2/21/17,952552688,3/3/17,363,9.33,6.92
Europe,Liechtenstein,Clothes,Offline,L,1/3/13,185865342,2/9/13,540,109.28,35.84
Asia,Malaysia,Office Supplies,Online,C,5/7/17,236519610,6/13/17,264,651.21,524.96
Sub-Saharan Africa,Comoros,Meat,Offline,H,3/13/17,778001821,4/23/17,6882,421.89,364.69
Central America and the Caribbean,Grenada,Vegetables,Offline,L,1/4/12,654110801,1/19/12,4777,154.06,90.93
Australia and Oceania,Marshall Islands,Baby Food,Online,M,6/14/17,128957879,7/26/17,357,255.28,159.42
Europe,Belgium,Household,Offline,L,3/6/16,436966884,4/15/16,7066,668.27,502.54
Middle East and North Africa,Algeria,Vegetables,Online,L,8/19/14,632874143,9/30/14,378,154.06,90.93
Europe,Georgia,Baby Food,Online,C,7/9/16,741728484,7/27/16,2796,255.28,159.42
Central America and the Caribbean,Saint Lucia,Office Supplies,Offline,H,6/27/11,408891236,6/29/11,8858,651.21,524.96
Middle East and North Africa,Iran,Personal Care,Online,L,9/23/16,250036227,10/12/16,131,81.73,56.67
Australia and Oceania,Papua New Guinea,Beverages,Offline,C,8/28/12,501149785,8/30/12,213,47.45,31.79
Europe,Norway,Office Supplies,Offline,H,10/28/14,568530738,11/23/14,9734,651.21,524.96
Australia and Oceania,East Timor,Vegetables,Offline,M,2/11/17,378790414,3/11/17,1356,154.06,90.93
Asia,Philippines,Vegetables,Offline,H,9/17/10,828852641,10/21/10,4770,154.06,90.93
Central America and the Caribbean,Barbados,Household,Offline,H,7/27/10,635953748,8/28/10,1701,668.27,502.54
Europe,Bosnia and Herzegovina,Snacks,Offline,C,10/11/13,387642562,11/29/13,903,152.58,97.44
Middle East and North Africa,Israel,Beverages,Offline,C,12/1/10,291780412,12/27/10,3163,47.45,31.79
Europe,Serbia,Fruits,Offline,H,7/26/12,626541125,9/5/12,6297,9.33,6.92
Europe,Finland,Clothes,Online,C,3/24/15,390411031,4/30/15,155,109.28,35.84
Europe,Croatia,Personal Care,Offline,H,9/3/12,452188956,10/16/12,1616,81.73,56.67
Sub-Saharan Africa,Niger,Meat,Online,L,11/23/14,400986230,11/25/14,9591,421.89,364.69
Sub-Saharan Africa,Cote d'Ivoire,Meat,Offline,M,1/3/14,796226680,2/21/14,23,421.89,364.69
Sub-Saharan Africa,Comoros,Vegetables,Online,L,10/10/10,917646634,11/4/10,886,154.06,90.93
Sub-Saharan Africa,Tanzania,Household,Online,C,10/21/10,115294921,11/6/10,7184,668.27,502.54
Europe,Albania,Cosmetics,Online,L,3/12/13,959532868,3/30/13,5954,437.2,263.33
Middle East and North Africa,Somalia,Vegetables,Online,H,4/30/14,691034305,5/15/14,1262,154.06,90.93
Asia,Maldives,Personal Care,Offline,H,8/26/11,670785558,8/31/11,9208,81.73,56.67
Europe,Netherlands,Meat,Online,C,1/11/15,530085456,2/7/15,2921,421.89,364.69
Sub-Saharan Africa,Zimbabwe,Cosmetics,Online,H,9/5/12,420545327,10/3/12,7563,437.2,263.33
Europe,Monaco,Beverages,Online,M,10/25/12,564089000,12/11/12,5325,47.45,31.79
Sub-Saharan Africa,Rwanda,Snacks,Offline,M,2/21/17,802952802,3/29/17,432,152.58,97.44
Europe,Ireland,Cosmetics,Online,L,1/24/17,149685561,2/26/17,4139,437.2,263.33
Middle East and North Africa,Azerbaijan,Clothes,Offline,C,8/22/12,837148606,10/3/12,9731,109.28,35.84
Sub-Saharan Africa,Chad,Meat,Online,H,5/2/16,668515765,5/5/16,7526,421.89,364.69
Europe,Macedonia,Vegetables,Offline,L,5/24/11,667273366,6/15/11,9872,154.06,90.93
Asia,Nepal,Baby Food,Online,C,3/17/16,127220237,4/27/16,6150,255.28,159.42
Europe,Macedonia,Cereal,Offline,H,5/13/12,662467706,5/29/12,7770,205.7,117.11
Europe,Romania,Vegetables,Online,M,8/7/16,357439601,9/17/16,3176,154.06,90.93
Middle East and North Africa,Morocco,Cosmetics,Offline,C,5/31/16,516872251,6/24/16,2840,437.2,263.33
Asia,Bangladesh,Cereal,Offline,L,9/28/11,715814483,10/8/11,4267,205.7,117.11
Asia,Nepal,Office Supplies,Offline,C,2/23/11,149627625,3/4/11,6994,651.21,524.96
Asia,Thailand,Personal Care,Offline,M,11/26/12,783985507,12/14/12,7588,81.73,56.67
Central America and the Caribbean,Jamaica,Personal Care,Offline,H,5/8/16,604874455,6/26/16,4648,81.73,56.67
Europe,Switzerland,Clothes,Online,C,7/13/10,368593299,8/30/10,3803,109.28,35.84
Central America and the Caribbean,El Salvador,Baby Food,Offline,H,11/6/15,451753365,12/5/15,2715,255.28,159.42
Asia,Mongolia,Meat,Online,C,2/9/12,401278483,3/24/12,6075,421.89,364.69
Asia,Kyrgyzstan,Snacks,Offline,M,6/28/10,284404981,7/1/10,609,152.58,97.44
Asia,Cambodia,Cosmetics,Online,C,11/13/11,238681685,11/25/11,70,437.2,263.33
Europe,Czech Republic,Cereal,Online,C,8/10/10,921969926,9/13/10,244,205.7,117.11
Sub-Saharan Africa,Ethiopia,Fruits,Online,H,7/3/13,362443530,7/26/13,3950,9.33,6.92
